3D Asset?,Prop ID,Link,Brand,Prop Name,Size,Color,Modsy Color,Vendor Style #/ SKU,Retail,Ghost Product,Living Room,Dining Room,Family Room,Office,Guest Room,Master Bedroom,Guest Bedroom,Kid's Room,Nursery,Entry,Studio,Open Living / Dining Room,Price Point,Pet-Friendly,Kid-Friendly,Mod Visionary,Rustic Warmth,Mod Enthusiast,Atomic Industrial,Mod Collector,Contemporary Connoisseur,Refined Rustic,Contemporary Minimalist,Elegant Connoisseur,Modern Rustic,Refined Modern,Mid-Century Chic,Industrial Visionary,Chic Collector,Comfortably Chic,Updated Traditional,Rustic Traveler,Contemporary Collector,Reclaimed Visionary,Discerning Collector,Less is More Chic,Inviting Industrial,Refined Connoisseur,Urban Collector,Classic Collector,Refined Industrial,Urban Traditional,Vintage Farmhouse,Modern Vintage,Industrial Chic,Farmhouse Chic,Refined Farmhouse,Timeless Traditional,Traditional Collector,Rustic Minimalist,Traditionally Chic,Cost
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Denim/Dove 3'-6"" x 5'-6""",,,Blue,SYMBSYM-04DEDV3656,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$95.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Denim/Dove 5'-0"" x 7'-6""",,,Blue,SYMBSYM-04DEDV5076,$409.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$169.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Denim/Dove 7'-9"" x 9'-9""",,,Blue,SYMBSYM-04DEDV7999,$819.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$339.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Denim/Dove 9'-3"" X 13'",,,Blue,SYMBSYM-04DEDV93D0,"$1,499.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$620.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Grey/Multi 2'-6"" X 7'-6""",,,Grey,SYMBSYM-03GYML2676,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$95.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Grey/Multi 3'-6"" x 5'-6""",,,Grey,SYMBSYM-03GYML3656,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$95.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Grey/Multi 5'-0"" x 7'-6""",,,Grey,SYMBSYM-03GYML5076,$409.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$169.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Grey/Multi 7'-9"" x 9'-9""",,,Grey,SYMBSYM-03GYML7999,$819.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$339.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Grey/Multi 9'-3"" X 13'",,,Grey,SYMBSYM-03GYML93D0,"$1,499.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$620.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Multi 2'-6"" X 7'-6""",,,Beige,SYMBSYM-05IVML2676,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$95.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Multi 3'-6"" x 5'-6""",,,Beige,SYMBSYM-05IVML3656,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$95.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Multi 5'-0"" x 7'-6""",,,Beige,SYMBSYM-05IVML5076,$409.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$169.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Multi 7'-9"" x 9'-9""",,,Beige,SYMBSYM-05IVML7999,$819.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$339.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Multi 9'-3"" X 13'",,,Beige,SYMBSYM-05IVML93D0,"$1,499.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$620.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Slate 2'-6"" X 7'-6""",,,Beige,SYMBSYM-01IVSL2676,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$95.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Slate 3'-6"" x 5'-6""",,,Beige,SYMBSYM-01IVSL3656,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$95.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Slate 5'-0"" x 7'-6""",,,Beige,SYMBSYM-01IVSL5076,$409.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$169.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Slate 7'-9"" x 9'-9""",,,Beige,SYMBSYM-01IVSL7999,$819.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$339.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Ivory/Slate 9'-3"" X 13'",,,Beige,SYMBSYM-01IVSL93D0,"$1,499.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$620.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Seafoam/Sky 2'-6"" X 7'-6""",,,Blue,SYMBSYM-02SESC2676,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$95.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Seafoam/Sky 3'-6"" x 5'-6""",,,Blue,SYMBSYM-02SESC3656,$229.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$95.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Seafoam/Sky 5'-0"" x 7'-6""",,,Blue,SYMBSYM-02SESC5076,$409.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$169.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Seafoam/Sky 7'-9"" x 9'-9""",,,Blue,SYMBSYM-02SESC7999,$819.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$339.00 
,,,Loloi ,"Symbology-Loloi X Justina Blakeney Collection Seafoam/Sky 9'-3"" X 13'",,,Blue,SYMBSYM-02SESC93D0,"$1,499.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,,,X,,,,,,,X,,,,,X,,,,,,,,,,,,X,,,,,,,$620.00 
,,,Loloi ,"Victoria Blue/Red 2'-6"" X 7'-6""",,,Blue,VITRVK-16BBRE2676,$199.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$80.00 
,,,Loloi ,"Victoria Blue/Red 3'-6"" x 5'-6""",,,Blue,VITRVK-16BBRE3656,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$89.00 
,,,Loloi ,"Victoria Blue/Red 5'-0"" x 7'-6""",,,Blue,VITRVK-16BBRE5076,$369.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$150.00 
,,,Loloi ,"Victoria Blue/Red 7'-9"" x 9'-9""",,,Blue,VITRVK-16BBRE7999,$739.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$305.00 
,,,Loloi ,"Victoria Blue/Red 9'-3"" X 13'",,,Blue,VITRVK-16BBRE93D0,"$1,299.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$540.00 
,,,Loloi ,"Victoria Red/Multi 2'-6"" X 7'-6""",,,Red,VITRVK-15REML2676,$199.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$80.00 
,,,Loloi ,"Victoria Red/Multi 3'-6"" x 5'-6""",,,Red,VITRVK-15REML3656,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$89.00 
,,,Loloi ,"Victoria Red/Multi 5'-0"" x 7'-6""",,,Red,VITRVK-15REML5076,$369.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$150.00 
,,,Loloi ,"Victoria Red/Multi 7'-9"" x 9'-9""",,,Red,VITRVK-15REML7999,$739.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$305.00 
,,,Loloi ,"Victoria Red/Multi 9'-3"" X 13'",,,Red,VITRVK-15REML93D0,"$1,299.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$540.00 
,,,Loloi ,"Victoria Teal/Multi 2'-6"" X 7'-6""",,,Blue,VITRVK-15TEML2676,$199.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$80.00 
,,,Loloi ,"Victoria Teal/Multi 3'-6"" x 5'-6""",,,Blue,VITRVK-15TEML3656,$219.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Opening,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$89.00 
,,,Loloi ,"Victoria Teal/Multi 5'-0"" x 7'-6""",,,Blue,VITRVK-15TEML5076,$369.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,Mid,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$150.00 
,,,Loloi ,"Victoria Teal/Multi 7'-9"" x 9'-9""",,,Blue,VITRVK-15TEML7999,$739.00 ,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$305.00 
,,,Loloi ,"Victoria Teal/Multi 9'-3"" X 13'",,,Blue,VITRVK-15TEML93D0,"$1,299.00 ",,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,X,,X,X,,X,,,X,,X,X,,,X,,X,X,,,,,,X,,X,,X,X,,,,X,,X,$540.00 
