3D Asset?,Prop ID,Link,Brand,Prop Name,Size,Color,Modsy Color,EXTERNAL_ID,Retail,Ghost Product,Living Room,Dining Room,Family Room,Office,Guest Room,Master Bedroom,Guest Bedroom,Kid's Room,Nursery,Entry,Studio,Open Living / Dining Room,Price Point,Pet-Friendly,Kid-Friendly,Mod Visionary,Rustic Warmth,Mod Enthusiast,Atomic Industrial,Mod Collector,Contemporary Connoisseur,Refined Rustic,Contemporary Minimalist,Elegant Connoisseur,Modern Rustic,Refined Modern,Mid-Century Chic,Industrial Visionary,Chic Collector,Comfortably Chic,Updated Traditional,Rustic Traveler,Contemporary Collector,Reclaimed Visionary,Discerning Collector,Less is More Chic,Inviting Industrial,Refined Connoisseur,Urban Collector,Classic Collector,Refined Industrial,Urban Traditional,Vintage Farmhouse,Modern Vintage,Industrial Chic,Farmhouse Chic,Refined Farmhouse,Timeless Traditional,Traditional Collector,Rustic Minimalist,Traditionally Chic,Cost 
,,,Noir,"Anna Side Table, Metal and Antiqued Mirror","30"" x 25"" x 25""",,Black,GTAB622MT,$853.00 ,,X,,X,,,,,,,,X,X,High,,,,,X,X,,X,,,X,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,$373.00
,,,Noir,"Terni Side Table, Cast Iron","20"" x 12"" x 12""",,Brown,GTAB634MT,$581.00 ,,X,,X,,,,,,,,X,X,High,,,,X,,X,,,,,X,,,,X,,,,,,,X,,,,,,,,,,,,,,,,,$254.00
,,,Noir,Vert Side Table,"16"" x 16"" x 16""",,Brown,GTAB641,$408.00 ,,X,,X,,,,,,,,X,X,High,,,,,,,X,,X,,,X,,,,,,,X,,,X,,,,,,,,,,,,,,,,,$179.00
,,,Noir,"Weldon Side Table, Pale","28.5"" x 30"" x 20""",,Brown,GTAB665P,$791.00 ,,X,,X,,,,,,,,X,X,High,,,,X,,,,X,X,X,X,,,,,X,,X,X,X,,X,X,,X,,X,,,,X,,,,,,,,$346.00
,,,Noir,"Garland Side Table, Elm and Metal","28"" x 26"" x 18""",,Brown,GTAB672MT,$986.00 ,,X,,X,,,,,,,,X,X,High,,,X,,X,X,X,X,,,,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,$432.00
,,,Noir,"Edith Adjustable Side Table, Large, Antique Brass, Metal and Quartz","24.5"" x 30.5"" x 30.5""",,Metallic,GTAB679MB-L,"$1,186.00 ",,X,,X,,,,,,,,X,X,High,,,X,,X,,X,,X,X,,,,,,X,X,,,X,,X,X,,X,,,,,,,,,,,,,,$519.00
,,,Noir,"Edith Adjustable Side Table, Small, Antique Brass, Metal and Quartz","24.5"" x 20.5"" x 20.5""",,Metallic,GTAB679MB-S,"$1,038.00 ",,X,,X,,,,,,,,X,X,High,,,X,,X,,X,X,,,X,,,,,X,X,,,X,,X,X,,X,,,,,,,,,,,,,,$454.00
,,,Noir,"Edith Adjustable Side Table, Large","24.5"" x 30.5"" x 30.5""",,Black,GTAB679MT-L,"$1,014.00 ",,X,,X,,,,,,,,X,X,High,,,X,,X,,X,X,,,X,,,,,X,X,,,X,,X,X,,X,,,,,,,,,,,,,,$443.00
,,,Noir,"Edith Adjustable Side Table, Small","24.5"" x 20.5"" x 20.5""",,Black,GTAB679MT-S,$900.00 ,,X,,X,,,,,,,,X,X,High,,,X,,X,,X,X,,,X,,,,,X,X,,,X,,X,X,,X,,,,,,,,,,,,,,$394.00
,,,Noir,"Hiro Side Table, Metal","24.5"" x 17"" x 17""",,Black,GTAB690MT,$687.00 ,,X,,X,,,,,,,,X,X,High,,,X,,X,X,X,X,,X,X,,X,,,X,X,,,,,X,X,,X,,X,,,,X,,,,,,,,$301.00
,,,Noir,"David Side Table, Dark Walnut","32.5"" x 32"" x 22""",,Brown,GTAB717DW-S,"$1,854.00 ",,X,,X,,,,,,,,X,X,High,,,X,,X,X,X,,X,,,X,X,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,$811.00
,,,Noir,"David 32"" Side Table, Washed Walnut","32.5"" x 32"" x 22""",,Brown,GTAB717WAW-S,"$1,735.00 ",,X,,X,,,,,,,,X,X,High,,,X,,X,X,X,,X,,,X,X,X,,,,,X,,,,,X,,,,,,,X,,,,,,,,$759.00
,,,Noir,"Ace Side Table, Metal and Walnut","26"" x 16"" x 16""",,Brown,GTAB737MT,$717.00 ,,X,,X,,,,,,,,X,X,High,,,,,X,X,X,,,X,,X,,,X,,,,,,,X,,X,,X,,,X,,,X,,,,,X,X,$314.00
,,,Noir,"Sumiko Side Table, Pale","27.5"" x 30"" x 18""",,Brown,GTAB787P,$705.00 ,,X,,X,,,,,,,,X,X,High,,,,X,,,,X,X,X,X,X,,,X,,,X,,,,X,,,,,X,,X,,X,X,X,,,,X,X,$308.00
,,,Noir,"Gavin Side Table, Hand Rubbed Black","24.5"" x 25"" x 25""",,Black,GTAB793HB,$544.00 ,,X,,X,,,,,,,,X,X,High,,X,,,,X,,,,X,,X,,,X,,,X,,,X,X,,X,,,,,X,,,X,X,,,,,X,$238.00
,,,Noir,"Antony Side Table, Pale","28.5"" x 32"" x 18""",,Brown,GTAB830P,$734.00 ,,X,,X,,,,,,,,X,X,High,,,,,,X,,,,X,,X,,,X,,,X,,,X,X,,X,,,X,,X,,,X,X,,,,,X,$321.00
,,,Noir,"Ford Tall Side Table, Gold Teak with Metal Base","25.5"" x 20"" x 20""",,Brown,GTAB857LGT,$504.00 ,,X,,X,,,,,,,,X,X,High,,,X,,,,X,,,X,,X,,X,X,,,,,,,X,,X,,X,,,X,,X,X,X,,,X,X,X,$221.00
,,,Noir,"Ford Small Side Table, Gold Teak with Metal Base","20"" x 20"" x 20""",,Brown,GTAB857SGT,$490.00 ,,X,,X,,,,,,,,X,X,High,,,X,,,,X,,,X,,X,,X,X,,,,,,,X,,X,,X,,,X,,X,X,X,,,X,X,X,$214.00
,,,Noir,"Idiom Side Table, Matte Black","19.5"" x 15.5"" x 15.5""",,,GTAB868MTB,$534.00 ,,X,,X,,,,,,,,X,X,High,,X,,,X,,,X,,X,,X,X,,,,,,,X,,,,,,,,,,,X,,,,,,X,,$233.00
,,,Noir,Lex Chandelier,"17.5"" x 39"" x 37.5""",,Black,LAMP411,737,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,,,X,,X,,,,,X,,,,,X,,,,X,,,,X,,,,,,,,,,,322
,,,Noir,Asti Floor Lamp,"72"" x 21.5"" x 19""",,Black,LAMP445,534,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,X,,X,,X,,,X,,X,X,,,,X,X,X,X,X,,X,,X,,,,,,,,,,,233
,,,Noir,"Pluto Chandelier, Large","42.5"" x 63"" x 54""",,Black,LAMP478L,2311,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,X,,X,,X,,,X,,X,X,,,,X,X,X,,X,,X,,X,X,,X,X,,,,,,,1011
,,,Noir,"Pluto Chandelier, Small","31"" x 44.5"" x 44.5""",,Black,LAMP478S,1397,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,X,,X,,X,,,X,,X,X,,,,X,X,X,,X,,X,,X,X,,X,X,,,,,,,611
,,,Noir,Orion Pendent,"38"" x 38"" x 38""",,Black,LAMP517,803,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,X,X,X,,X,,,X,,X,X,,,,X,,,,X,,,,,,,,,,,,,X,,351
,,,Noir,"Orion Pendent, Antique Brass","38"" x 38"" x 38""",,Metallic,LAMP517MB,1390,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,X,X,X,,X,,,X,,X,X,,,,X,,,,X,,,,,,,,,,,,,X,,608
,,,Noir,"Pisa Floor Lamp, Antique Brass","64.5"" x 28.5"" x 15""",,Metallic,LAMP535MB,746,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,X,X,X,,,,X,,,X,,,,,X,X,,X,X,,X,,X,,,,X,,X,,,X,,327
,,,Noir,Mystic Chandelier,"26.5"" x 23.5"" x 23.5""",,Metallic,LAMP560MB,1631,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,X,X,,X,,X,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,714
,,,Noir,"Ikram Chandelier, Antique Brass","18"" x 47"" x 45""",,Metallic,LAMP609MB,964,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,,,,,X,,,X,,X,,,,,X,,,,X,,,,X,,,,X,,,,,,,422
,,,Noir,"Vadim Table Lamp, Antique Brass","26"" x 14"" x 14""",,Metallic,LAMP628MBSH,395,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,,X,,X,,X,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,173
,,,Noir,"Abacus Relax Chair, Distressed Brown","41"" x 26"" x 32""",,Brown,SOF109D,"$1,533.00",,,X,,,,,,,,,X,X,,,,,X,,,,X,X,,X,,,,,,,X,,,,,,,,,X,,X,X,X,,X,X,X,X,,X,671
,,,Noir,"Abacus Relax Chair, Distressed Black","41"" x 26"" x 32""",,Black,SOF109D1,"$1,533.00",,,X,,,,,,,,,X,X,,,,,X,,,,X,X,,X,,,,,,,X,,,,,,,,,X,,X,X,X,,X,X,X,X,,X,672
,,,Noir,"Allister Chair, Teak and Rattan","31.5"" x 29"" x 35""",,Brown,SOF202T,"$1,082.00",,,X,,,,,,,,,X,X,,,,X,,X,X,X,,,X,,X,,,,,,,X,,,X,,,,,,,,,X,,,,,,X,,474
,,,Noir,Gigi Chair,"60"" x 32.5"" x 30.5""",,Beige,SOF203,$853.00,,,X,,,,,,,,,X,X,,,,,X,,,,,,,X,,,,,X,X,,,X,,,,,,,X,,,,,,X,,,X,,X,373
,,,Noir,"Pearson Chair with Brass Bars, Distressed Grey","32.5"" x 28"" x 35""",,,SOF306DGR,"$1,310.00",,X,,X,X,X,X,X,,,X,X,X,High,,,,,,X,,,,,,X,,,X,,,,X,,X,,,X,,X,,X,,,,X,,,,,,,573
,,,Noir,"Corinth Decorative Candle Holder, Large, Set of 2, Black Marble","7.5"" x 10"" x 1.5""",,Black,YT0717-2BL,141,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,,,,X,,X,,X,,,,,,,,,,X,,,X,X,,,,,,,,,,,,,,,62
,,,Noir,"Lia Decorative Crystal Candle Holder, Set/3","14"" x 4"" x 4""",,Clear,YTGLASS-15ABC,667,,X,X,X,X,X,X,X,X,X,X,X,X,High,,,X,,,X,,X,,X,X,,X,,X,,,,,X,,X,X,,X,,,X,,,,,,,,,,,292
