Product Name,External_ID,Product ID
"Owens Sectional Sofa w/ Left Chaise - 106"", Heavy Cloth, Slate",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-106.NT-3385-93.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 106"", Heavy Cloth, Midnight Blue",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-106.NT-3385-19.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 106"", Heavy Cloth, Ivory",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-106.NT-3385-1.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 106"", Heavy Cloth, Charcoal",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-106.NT-3385-96.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Mod Velvet, Elephant",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.AK-618-18.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Mod Velvet, Narwhal",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.AK-618-40.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Mod Velvet, Greige",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.AK-618-16.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Mod Velvet, Blush",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.AK-618-175.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Mod Velvet, Sapphire",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.AK-618-25.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Mod Velvet, Quartz",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.AK-618-12.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Pebble Weave, Dove",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3335-21.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114, Pebble Weave, Linen",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3335-1.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Pebble Weave, Zinc",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3335-22.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Pebble Weave, Storm",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3335-204.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Pebble Weave, Basin",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114,
"Owens Sectional Sofa w/ Left Chaise - 114"", Pebble Weave, Cocoa",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3335-307.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Heavy Cloth, Ore",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3385-216A.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Heavy Cloth, Coffee",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3385-69.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Heavy Cloth, Panther",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3385-4.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Heavy Cloth, Natural",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3385-99.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Heavy Cloth, Slate",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3385-93.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Heavy Cloth, Midnight Blue",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3385-19.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Heavy Cloth, Ivory",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3385-1.Leg001-1,
"Owens Sectional Sofa w/ Left Chaise - 114"", Heavy Cloth, Charcoal",OWNS.FABRIC.SECT.CSLEFT.CUSHION-2.LENGTH-114.NT-3385-96.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Mod Velvet, Elephant",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.AK-618-18.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Mod Velvet, Narwhal",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106-40.AK-618-40.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Mod Velvet, Greige",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.AK-618-16.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Mod Velvet, Blush",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.AK-618-175.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Mod Velvet, Sapphire",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.AK-618-25.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Mod Velvet, Quartz",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.AK-618-12.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Pebble Weave, Dove",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3335-21.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Pebble Weave, Linen",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3335-1.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Pebble Weave, Zinc",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3335-22.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Pebble Weave, Storm",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3335-204.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Pebble Weave, Basin",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106,
"Owens Sectional Sofa w/ Right Chaise - 106"", Pebble Weave, Cocoa",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3335-307.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Heavy Cloth, Ore",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3385-216A.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Heavy Cloth, Coffee",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3385-69.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Heavy Cloth, Panther",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3385-4.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Heavy Cloth, Natural",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3385-99.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Heavy Cloth, Slate",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3385-93.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Heavy Cloth, Midnight Blue",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3385-19.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Heavy Cloth, Ivory",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3385-1.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 106"", Heavy Cloth, Charcoal",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-106.NT-3385-96.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Mod Velvet, Elephant",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.AK-618-18.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Mod Velvet, Narwhal",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114-40.AK-618-40.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Mod Velvet, Greige",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.AK-618-16.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Mod Velvet, Blush",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.AK-618-175.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Mod Velvet, Sapphire",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.AK-618-25.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Mod Velvet, Quartz",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.AK-618-12.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Pebble Weave, Dove",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3335-21.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114, Pebble Weave, Linen",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3335-1.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Pebble Weave, Zinc",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3335-22.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Pebble Weave, Storm",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3335-204.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Pebble Weave, Basin",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114,
"Owens Sectional Sofa w/ Right Chaise - 114"", Pebble Weave, Cocoa",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3335-307.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Heavy Cloth, Ore",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3385-216A.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Heavy Cloth, Coffee",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3385-69.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Heavy Cloth, Panther",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3385-4.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Heavy Cloth, Natural",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3385-99.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Heavy Cloth, Slate",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3385-93.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Heavy Cloth, Midnight Blue",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3385-19.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Heavy Cloth, Ivory",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3385-1.Leg001-1,
"Owens Sectional Sofa w/ Right Chaise - 114"", Heavy Cloth, Charcoal",OWNS.FABRIC.SECT.CSRGHT.CUSHION-2.LENGTH-114.NT-3385-96.Leg001-1,
"Walters Sofa - 79"", Mod Velvet, Elephant",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.AK-618-18,
"Walters Sofa - 79"", Mod Velvet, Narwhal",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.AK-618-40,
"Walters Sofa - 79"", Mod Velvet, Greige",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.AK-618-16,
"Walters Sofa - 79"", Mod Velvet, Blush",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.AK-618-175,
"Walters Sofa - 79"", Mod Velvet, Sapphire",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.AK-618-25,
"Walters Sofa - 79"", Mod Velvet, Quartz",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.AK-618-12,
"Walters Sofa - 79"", Pebble Weave, Dove",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3335-21,
"Walters Sofa - 79"", Pebble Weave, Linen",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3335-1,
"Walters Sofa - 79"", Pebble Weave, Zinc",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3335-22,
"Walters Sofa - 79"", Pebble Weave, Storm",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3335-204,
"Walters Sofa - 79"", Pebble Weave, Basin",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3335-312,
"Walters Sofa - 79"", Pebble Weave, Cocoa",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3335-307,
"Walters Sofa - 79"", Heavy Cloth, Ore",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3385-216A,
"Walters Sofa - 79"", Heavy Cloth, Coffee",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3385-69,
"Walters Sofa - 79"", Heavy Cloth, Panther",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3385-4,
"Walters Sofa - 79"", Heavy Cloth, Natural",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3385-99,
"Walters Sofa - 79"", Heavy Cloth, Slate",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3385-93,
"Walters Sofa - 79"", Heavy Cloth, Midnight Blue",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3385-19,
"Walters Sofa - 79"", Heavy Cloth, Ivory",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3385-1,
"Walters Sofa - 79"", Heavy Cloth, Charcoal",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-79.NT-3385-96,
"Walters Grand 87"", Mod Velvet, Elephant",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.AK-618-18,
"Walters Grand 87"", Mod Velvet, Narwhal",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.AK-618-40,
"Walters Grand 87"", Mod Velvet, Greige",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.AK-618-16,
"Walters Grand 87"", Mod Velvet, Blush",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.AK-618-175,
"Walters Grand 87"", Mod Velvet, Sapphire",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.AK-618-25,
"Walters Grand 87"", Mod Velvet, Quartz",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.AK-618-12,
"Walters Grand 87"", Pebble Weave, Dove",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3335-21,
"Walters Grand 87"", Pebble Weave, Linen",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3335-1,
"Walters Grand 87"", Pebble Weave, Zinc",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3335-22,
"Walters Grand 87"", Pebble Weave, Storm",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3335-204,
"Walters Grand 87"", Pebble Weave, Basin",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3335-312,
"Walters Grand 87"", Pebble Weave, Cocoa",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3335-307,
"Walters Grand 87"", Heavy Cloth, Ore",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3385-216A,
"Walters Grand 87"", Heavy Cloth, Coffee",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3385-69,
"Walters Grand 87"", Heavy Cloth, Panther",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3385-4,
"Walters Grand 87"", Heavy Cloth, Natural",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3385-99,
"Walters Grand 87"", Heavy Cloth, Slate",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3385-93,
"Walters Grand 87"", Heavy Cloth. Midnight Blue",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3385-19,
"Walters Grand 87"", Heavy Cloth, Ivory",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3385-1,
"Walters Grand 87"", Heavy Cloth, Charcoal",WLTR.FABRIC.SOFA.STNDRD.CUSHION-2.LENGTH-87.NT-3385-96,
"Caitlin Sofa 79"" with Brass Legs, Mod Velvet, Elephant",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-18.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Mod Velvet, Narwhal",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-40.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Mod Velvet, Greige",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-16.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Mod Velvet,Blush",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-175.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Mod Velvet, Sapphire",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-25.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Mod Velvet,Quartz",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-12.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Pebble Weave, Dove",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-21.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Pebble Weave, Linen",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-1.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Pebble Weave, Zinc",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-22.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Pebble Weave,Storm",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-204.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Pebble Weave,Basin",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-312.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Pebble Weave, Cocoa",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-307.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Heavy Cloth, Ore",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-216A.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Heavy Cloth,Coffee",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-69.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Heavy Cloth,Panther",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-4.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Heavy Cloth,Natural",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-99.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Heavy Cloth, Slate",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-93.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Heavy Cloth, Midnight Blue",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-19.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Heavy Cloth, Ivory",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-1.Leg008-3,
"Caitlin Sofa 79"" with Brass Legs, Heavy Cloth, Charcoal",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-96.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Mod Velvet, Elephant",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-18.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Mod Velvet, Narwhal",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-40.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Mod Velvet, Greige",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-16.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Mod Velvet, Blush",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-175.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Mod Velvet, Sapphire",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-25.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Mod Velvet, Quartz",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.AK-618-12.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Pebble Weave,Dove",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-21.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Pebble Weave,Linen",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-1.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Pebble Weave,Zinc",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-22.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Pebble Weave,Storm",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-204.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Pebble Weave,Basin",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-312.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Pebble Weave,Cocoa",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3335-307.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Heavy Cloth,Ore",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-216A.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Heavy Cloth,Coffee",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-69.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Heavy Cloth,Panther",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-4.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Heavy Cloth,Natural",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-99.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Heavy Cloth,Slate",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-93.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Heavy Cloth,Midnight Blue",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-19.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Heavy Cloth,Ivory",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-1.Leg008-3,
"Caitlin Grand Sofa 87"" with Brass Legs, Heavy Cloth,Charcoal",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-83.NT-3385-96.Leg008-3,
"Caitlin Sofa 79"" with Chrome Legs, Mod Velvet, Elephant",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-18.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Mod Velvet, Narwhal",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-40.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Mod Velvet,Greige",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-16.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Mod Velvet,Blush",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-175.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Mod Velvet,Sapphire",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-25.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Mod Velvet,Quartz",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.AK-618-12.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Pebble Weave,Dove",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-21.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Pebble Weave,Linen",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-1.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Pebble Weave,Zinc",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-22.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Pebble Weave,Storm",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-204.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Pebble Weave,Basin",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-312.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Pebble Weave,Cocoa",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3335-307.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Heavy Cloth,Ore",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-216A.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Heavy Cloth,Coffee",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-69.Leg008-1,
"Caitlin Sofa 79"" with Chrome Legs, Heavy Cloth, Panther",CAIT.FABRIC.SOFA.STNDRD.CUSHION-BENCH.LENGTH-79.NT-3385-4.Leg008-1,
